# name, ra, dec, redshift, major axis, axis ratio, position angle, frequency, refcode 
SDSS J123113.80+121352.4, 187.80752, 12.23123, 0.002312, 0.31, 0.75, 79.0, 477000000000000.0,  2007SDSS6.C...0000:  
SDSS J123114.65+255355.6, 187.81102, 25.89885, 0.004713, 0.29, 0.29, 147.0, 477000000000000.0,  2007SDSS6.C...0000:  
IC 3443, 187.8156, 12.33174, 0.003399, -99.99, -99.99, -99.99, -99.99, -- 
SDSS J123116.32+121845.3, 187.81801, 12.31261, 0.005971, 0.14, 0.75, 98.0, 477000000000000.0,  2007SDSS6.C...0000:  
SDSS J123116.49+254404.1, 187.81871, 25.73449, 0.004453, 0.23, 0.05, 127.0, 477000000000000.0,  2007SDSS6.C...0000:  
SDSS J123116.51+254414.2, 187.81883, 25.7373, 0.004847, 0.3, 0.05, 99.0, 477000000000000.0,  2007SDSS6.C...0000:  
SDSS J123116.94+254554.5, 187.82062, 25.76516, 0.004133, 0.28, 0.07, 66.0, 477000000000000.0,  2007SDSS6.C...0000:  
SDSS J123117.76+254524.9, 187.82404, 25.75694, 0.004536, 0.78, 0.3, 76.0, 477000000000000.0,  2007SDSS6.C...0000:  
IC 3447, 187.82466, 10.6802, 0.092338, 3.7, 0.84, 137.0, 477000000000000.0,  2007SDSS6.C...0000:  
IC 3445, 187.83105, 12.7381, -0.001269, 5.93, 0.83, 39.0, 477000000000000.0,  2007SDSS6.C...0000:  
SDSS J123119.52+255122.9, 187.83131, 25.85641, 0.003983, 0.43, 0.47, 45.0, 477000000000000.0,  2007SDSS6.C...0000:  
WISEA J123119.92+121158.7, 187.8333, 12.1995, 0.00428, 0.23, 1.0, 64.0, 477000000000000.0,  2007SDSS6.C...0000:  
IC 3442, 187.83417, 14.11542, 0.004153, 13.1, 0.77, 24.0, 477000000000000.0,  2007SDSS6.C...0000:  
SDSS J123120.61+120423.5, 187.8358, 12.0732, 0.002518, 2.66, 0.68, 154.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 4495, 187.84551, 29.13652, 0.015243, 10.78, 0.32, 132.0, 477000000000000.0,  2007SDSS6.C...0000:  
IC 3449, 187.84568, 25.91391, 0.023156, 2.92, 0.39, 138.0, 477000000000000.0,  2007SDSS6.C...0000:  
IC 3446, 187.84575, 11.49259, 0.004176, 6.64, 0.6, 176.0, 477000000000000.0,  2005SDSS4.C...0000:  
IC 3448, 187.84663, 17.20641, 0.00451, 11.27, 0.58, 88.0, 477000000000000.0,  2007SDSS6.C...0000:  
SDSS J123123.20+254123.8, 187.84668, 25.68997, 0.004717, 0.36, 0.05, 130.0, 477000000000000.0,  2007SDSS6.C...0000:  
IC 3451, 187.85028, 28.8552, 0.062021, 4.3, 0.77, 94.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 4494, 187.85043, 25.77525, 0.004476, 182.2, 0.87, 173.0, 138000000000000.0,  2003AJ....125..525J  
SSTSL2 J123124.65+254815.7, 187.85271, 25.80442, 0.004473, -99.99, -99.99, -99.99, -99.99, -- 
IC 3450, 187.85341, 26.79614, 0.023083, 5.61, 0.55, 160.0, 477000000000000.0,  2007SDSS6.C...0000:  
SDSS J123125.46+124231.6, 187.8561, 12.7088, 0.00538, 0.32, 0.05, 75.0, 477000000000000.0,  2007SDSS6.C...0000:  
SDSS J123125.50+254619.3, 187.85628, 25.77204, 0.004466, -99.99, -99.99, -99.99, -99.99, -- 
[FSR2011] J123126.78+254518.12, 187.86158, 25.75503, 0.00444, -99.99, -99.99, -99.99, -99.99, -- 
SSTSL2 J123127.21+254601.0, 187.86331, 25.76699, 0.003843, -99.99, -99.99, -99.99, -99.99, -- 
SDSS J123127.41+122108.9, 187.86421, 12.35249, 0.004843, 0.29, 0.53, 1.0, 477000000000000.0,  2007SDSS6.C...0000:  
WISEA J123128.34+122503.8, 187.86812, 12.41773, 0.007008, 0.26, 0.86, 105.0, 477000000000000.0,  2007SDSS6.C...0000:  
SDSS J123129.91+122842.6, 187.8747, 12.4785, 0.004123, 0.32, 0.09, 96.0, 477000000000000.0,  2007SDSS6.C...0000:  
SDSS J123130.16+254623.9, 187.87567, 25.77332, 0.004887, 2.35, nan, nan, 477000000000000.0,  2007SDSS6.C...0000:  
SDSS J123132.40+121428.4, 187.885, 12.2412, 0.005454, 0.64, 0.67, 109.0, 477000000000000.0,  2007SDSS6.C...0000:  
[FSR2011] J123132.47+254842.98, 187.88529, 25.81194, 0.004403, -99.99, -99.99, -99.99, -99.99, -- 
NGC 4497, 187.88564, 11.62481, 0.003476, 17.65, 0.43, 63.0, 477000000000000.0,  2007SDSS6.C...0000:  
SDSS J123133.08+254658.0, 187.88787, 25.78278, 0.0048, 0.44, 0.07, 53.0, 477000000000000.0,  2007SDSS6.C...0000:  
SDSS J123134.04+254857.3, 187.89186, 25.81593, 0.00465, 0.27, 0.05, 91.0, 477000000000000.0,  2007SDSS6.C...0000:  
SDSS J123135.80+121634.5, 187.8992, 12.2762, 0.004563, 0.32, 0.05, 1.0, 477000000000000.0,  2007SDSS6.C...0000:  
SDSS J123137.54+122433.1, 187.90642, 12.4092, 0.002715, 0.28, 0.05, 109.0, 477000000000000.0,  2007SDSS6.C...0000:  
IC 3453, 187.90727, 14.85979, 0.008545, 13.91, 0.33, 166.0, 477000000000000.0,  2006SDSS5.C...0000:  
IC 3454, 187.91094, 27.49572, 0.023379, 11.12, 0.25, 29.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 4496, 187.91333, 3.93944, 0.005774, 240.0, 0.75, 70.0, 740000000000000.0,  1973UGC...C...0000N  
NGC 4496A, 187.91377, 3.93953, 0.005771, 100.4, 0.56, 55.0, 138000000000000.0,  20032MASX.C.......:  
NGC 4498, 187.91463, 16.85282, 0.005027, 133.6, 0.24, 120.0, 138000000000000.0,  20032MASX.C.......:  
NGC 4496B, 187.9204, 3.92641, 0.015109, 10.89, 0.56, 113.0, 477000000000000.0,  2004SDSS2.C...0000:  
SDSS J123141.63+122114.6, 187.9235, 12.3541, 0.005994, 0.67, 0.05, 126.0, 477000000000000.0,  2007SDSS6.C...0000:  
SDSS J123142.64+121516.4, 187.9277, 12.2546, 0.005737, 0.32, 0.28, 168.0, 477000000000000.0,  2007SDSS6.C...0000:  
IC 3458, 187.93336, 28.14733, 0.063443, 22.0, 0.78, 115.0, 138000000000000.0,  20032MASX.C.......:  
IC 3455, 187.93561, 25.78608, 0.079898, 3.13, 0.56, 1.0, 477000000000000.0,  2007SDSS6.C...0000:  
SDSS J123145.95+122721.1, 187.9415, 12.4559, 0.004403, 0.26, 0.45, 134.0, 477000000000000.0,  2007SDSS6.C...0000:  
SDSS J123146.20+122543.5, 187.9425, 12.4288, 0.005637, 0.0, 0.16, 114.0, 477000000000000.0,  2007SDSS6.C...0000:  
SDSS J123149.35+122448.2, 187.9556, 12.4133, 0.004266, 0.07, 0.05, 168.0, 477000000000000.0,  2007SDSS6.C...0000:  
IC 3460, 187.95995, 27.38689, 0.014974, -99.99, -99.99, -99.99, -99.99, -- 
IC 3457, 187.96393, 12.65699, 0.004326, 14.68, 0.64, 149.0, 477000000000000.0,  2005SDSS4.C...0000:  
VCCA 039, 187.97038, 12.26642, 0.003286, 0.98, 0.98, 110.0, 477000000000000.0,  2007SDSS6.C...0000:  
SDSS J123154.17+121948.6, 187.9758, 12.3303, 0.003266, 1.88, 0.1, 59.0, 477000000000000.0,  2007SDSS6.C...0000:  
IC 0797, 187.97817, 15.12419, 0.006995, 49.6, 0.64, 140.0, 138000000000000.0,  20032MASX.C.......:  
IC 3459, 187.98298, 12.17404, 0.001286, 32.6, 0.58, 170.0, 138000000000000.0,  20032MASX.C.......:  
MESSIER 088, 187.99654, 14.42027, 0.007619, -99.99, -99.99, -99.99, -99.99, -- 
IC 3461, 188.01141, 11.89009, 0.00336, 6.9, 0.83, 153.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 4502, 188.01353, 16.68772, 0.005424, 31.0, 0.66, 35.0, 138000000000000.0,  20032MASX.C.......:  
WISEA J123204.33+122030.3, 188.01817, 12.34186, 0.005494, 0.19, 1.0, 136.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 4499, 188.02047, -39.98239, 0.012439, 92.1, 0.58, 80.0, 138000000000000.0,  20032MASX.C.......:  
IC 3466, 188.02368, 11.81791, 0.003032, 7.32, 0.81, 69.0, 477000000000000.0,  2005SDSS4.C...0000:  
NGC 4503, 188.026, 11.17647, 0.00445, 9.35, 0.64, 8.0, 477000000000000.0,  2007SDSS6.C...0000:  
IC 3462, 188.04003, 15.30096, 0.00526, 8.36, 0.59, 42.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 4506, 188.04392, 13.4195, 0.001872, 14.56, 0.69, 104.0, 477000000000000.0,  2005SDSS4.C...0000:  
IC 3469, 188.04561, 25.80282, 0.062479, 10.0, 1.0, 90.0, 138000000000000.0,  20032MASX.C.......:  
IC 3465, 188.05109, 12.06148, 0.003284, 6.5, 0.76, 108.0, 477000000000000.0,  2007SDSS6.C...0000:  
IC 3468, 188.05942, 10.25149, 0.004336, 9.35, 0.83, 164.0, 477000000000000.0,  2007SDSS6.C...0000:  
WISEA J123214.64+120304.9, 188.06103, 12.05136, 0.00442, 0.24, 1.0, 139.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 4504, 188.07254, -7.56358, 0.003329, 117.2, 0.66, 145.0, 138000000000000.0,  20032MASX.C.......:  
IC 3472, 188.07842, 24.72827, 0.023076, 5.03, 0.93, 114.0, 477000000000000.0,  2007SDSS6.C...0000:  
IC 3473, 188.07948, 18.24474, 0.002776, 73.8, 0.68, 35.0, 681000000000000.0,  1991RC3.9.C...0000d  
IC 3471, 188.09515, 16.01877, -0.000421, 46.6, 0.56, nan, 681000000000000.0,  1991RC3.9.C...0000d  
IC 3470, 188.09752, 11.26295, 0.004968, 6.72, 0.95, 171.0, 477000000000000.0,  2007SDSS6.C...0000:  
IC 3467, 188.10237, 11.78761, 0.025031, 9.33, 0.26, 66.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 4517A, 188.11721, 0.38962, 0.0051, 22.49, 0.63, 27.0, 477000000000000.0,  2004SDSS2.C...0000:  
UGC 07688, 188.13514, 8.04516, 0.001414, 56.0, 0.93, nan, 681000000000000.0,  1991RC3.9.C...0000d  
IC 0798, 188.13921, 15.41542, 0.00143, 3.64, 0.97, 78.0, 477000000000000.0,  2007SDSS6.C...0000:  
SDSS J123234.14+122722.8, 188.1423, 12.4564, 0.00436, 0.98, 0.41, 31.0, 477000000000000.0,  2007SDSS6.C...0000:  
SDSS J123236.49+122057.2, 188.152, 12.3492, 0.0045, 0.1, 0.84, 101.0, 477000000000000.0,  2007SDSS6.C...0000:  
IC 3474, 188.1525, 2.66078, 0.005761, 137.5, 0.13, 36.0, 681000000000000.0,  1991RC3.9.C...0000d  
SDSS J123238.02+122034.8, 188.1584, 12.343, 0.001117, 0.13, 1.0, 130.0, 477000000000000.0,  2007SDSS6.C...0000:  
SDSS J123238.53+122815.6, 188.1606, 12.471, 0.0042, 0.74, 0.05, 110.0, 477000000000000.0,  2007SDSS6.C...0000:  
IC 3479, 188.17054, 25.40608, 0.06305, 2.35, 0.57, 1.0, 477000000000000.0,  2007SDSS6.C...0000:  
IC 3475, 188.17081, 12.771, 0.008616, 86.7, nan, nan, 681000000000000.0,  1991RC3.9.C...0000d  
IC 3476, 188.1747, 14.05021, -0.00053, 62.2, 0.42, 175.0, 138000000000000.0,  20032MASX.C.......:  
NGC 4514, 188.17905, 29.71243, 0.026955, 8.49, 0.91, 59.0, 477000000000000.0,  2007SDSS6.C...0000:  
IC 3478, 188.18415, 14.19619, 0.006271, 8.98, 0.78, 108.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 4517, 188.1898, 0.11531, 0.003756, 452.2, 0.16, 83.0, 138000000000000.0,  2003AJ....125..525J  
NGC 4529, 188.21525, 20.1835, 0.008446, 16.61, 0.22, 93.0, 477000000000000.0,  2007SDSS6.C...0000:  
IC 3481, 188.21775, 11.40437, 0.02431, 5.46, 0.76, 51.0, 477000000000000.0,  2007SDSS6.C...0000:  
SDSS J123255.55+094412.6, 188.23146, 9.73686, 0.005814, 0.1, 0.86, 76.0, 477000000000000.0,  2007SDSS6.C...0000:  
IC 3481A, 188.2365, 11.39008, 0.024354, 2.82, 0.72, 138.0, 477000000000000.0,  2005SDSS4.C...0000:  
IC 3482, 188.25415, 27.83038, 0.062527, 3.88, 0.34, 45.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 4515, 188.27073, 16.26554, 0.003184, 5.76, 0.82, 174.0, 477000000000000.0,  2007SDSS6.C...0000:  
IC 3484, 188.27208, 17.403, 0.026735, 6.0, 1.0, nan, 740000000000000.0,  1964MCG2..C...0000V  
NGC 4509, 188.2777, 32.09173, 0.003125, 31.6, 0.46, 40.0, 138000000000000.0,  20032MASX.C.......:  
SDSS J123307.35+095254.2, 188.28067, 9.88175, 0.003716, 0.17, 1.0, 88.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 4516, 188.2814, 14.57497, 0.003143, 12.04, 0.45, 176.0, 477000000000000.0,  2007SDSS6.C...0000:  
UGCA 285, 188.2831, -0.53305, 0.010938, 2.35, nan, nan, 477000000000000.0,  2007SDSS6.C...0000:  
IC 3488, 188.28518, 26.34941, 0.024177, 4.4, 0.87, 116.0, 477000000000000.0,  2007SDSS6.C...0000:  
IC 3491, 188.28723, 27.0945, 0.033364, 35.4, 0.3, 10.0, 138000000000000.0,  20032MASX.C.......:  
SDSS J123309.18+122614.2, 188.2883, 12.4373, 0.00551, 0.12, 0.41, 87.0, 477000000000000.0,  2007SDSS6.C...0000:  
IC 3483, 188.29191, 11.34737, 7e-06, 0.33, 0.96, 14.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 4518B, 188.29363, 7.83421, 0.020288, 4.09, 0.38, 41.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 4518, 188.29899, 7.85165, 0.021817, 5.42, 0.8, 169.0, 477000000000000.0,  2007SDSS6.C...0000:  
IC 3487, 188.30604, 9.39719, 0.003582, 7.87, 0.62, 80.0, 477000000000000.0,  2007SDSS6.C...0000:  
IC 3494, 188.30703, 27.58424, 0.024337, 2.46, 0.68, 142.0, 477000000000000.0,  2007SDSS6.C...0000:  
IC 3489, 188.30707, 12.24701, 0.026135, 5.46, 0.73, 20.0, 477000000000000.0,  2007SDSS6.C...0000:  
IC 3490, 188.30804, 10.92859, 0.000894, 10.42, 0.56, 64.0, 477000000000000.0,  2007SDSS6.C...0000:  
IC 3486, 188.30834, 12.85775, 0.006629, 7.46, 0.76, 43.0, 477000000000000.0,  2007SDSS6.C...0000:  
IC 3492, 188.33251, 12.85346, -0.001804, 5.53, 0.63, 56.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 4519A, 188.35273, 8.69082, 0.004783, 6.94, 0.41, 41.0, 477000000000000.0,  2007SDSS6.C...0000:  
IC 3498, 188.37069, 26.73805, 0.021692, 8.84, 0.35, 58.0, 477000000000000.0,  2007SDSS6.C...0000:  
WISEA J123329.49+121017.5, 188.37279, 12.17152, 0.004103, 0.15, 1.0, 96.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 4519, 188.37601, 8.65482, 0.004063, 14.02, 0.79, 99.0, 477000000000000.0,  2007SDSS6.C...0000:  
SDSS J123339.64+074405.4, 188.4152, 7.73484, 0.002402, 0.41, 0.68, 173.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 4522, 188.41532, 9.17479, 0.007769, 23.5, 0.69, 37.0, 477000000000000.0,  2007SDSS6.C...0000:  
IC 3502, 188.4264, 26.61742, 0.02381, -99.99, -99.99, -99.99, -99.99, -- 
IC 3499, 188.43745, 10.99569, 0.004093, 9.39, 0.32, 122.0, 477000000000000.0,  2007SDSS6.C...0000:  
SDSS J123346.95+074528.4, 188.44564, 7.75791, 0.001841, 0.29, 0.68, 1.0, 477000000000000.0,  2007SDSS6.C...0000:  
SDSS J123347.74+074657.0, 188.44894, 7.78251, 0.001578, 0.0, 0.23, 142.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 4523, 188.45, 15.16806, 0.000864, 51.0, 1.0, 13.0, 138000000000000.0,  2003AJ....125..525J  
IC 3500, 188.45695, 13.96278, 0.020414, 7.69, 0.53, 104.0, 477000000000000.0,  2006SDSS5.C...0000:  
NGC 4520, 188.45794, -7.37544, 0.025444, 47.8, 0.6, 110.0, 138000000000000.0,  20032MASX.C.......:  
NGC 4525, 188.46327, 30.27755, 0.003923, 20.01, 0.53, 57.0, 477000000000000.0,  2007SDSS6.C...0000:  
SDSS J123351.36+074118.7, 188.46401, 7.68854, 0.001838, 0.43, 0.05, 75.0, 477000000000000.0,  2007SDSS6.C...0000:  
IC 3501, 188.46509, 13.32244, 0.005388, 5.83, 0.88, 92.0, 477000000000000.0,  2007SDSS6.C...0000:  
SDSS J123352.21+073750.1, 188.46756, 7.63061, 0.000911, 0.13, 1.0, 132.0, 477000000000000.0,  2007SDSS6.C...0000:  
SDSS J123353.59+074136.0, 188.4733, 7.69335, 0.002182, 0.17, 0.86, 53.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGVS J123353.66+074224.4, 188.47357, 7.70676, 0.002558, -99.99, -99.99, -99.99, -99.99, -- 
NGC 4524, 188.47665, -12.02764, 0.016155, 40.4, 0.66, 75.0, 138000000000000.0,  20032MASX.C.......:  
SDSS J123356.27+073955.0, 188.48449, 7.6653, 0.001554, 0.49, 0.22, 177.0, 477000000000000.0,  2007SDSS6.C...0000:  
IC 0800, 188.48604, 15.35481, 0.007805, 19.81, 0.52, 151.0, 477000000000000.0,  2007SDSS6.C...0000:  
GALEXASC J123357.74+074130.4, 188.49059, 7.6918, 0.002438, -99.99, -99.99, -99.99, -99.99, -- 
GALEXASC J123358.69+002312.9, 188.49412, 0.38675, 0.0052, -99.99, -99.99, -99.99, -99.99, -- 
NGVS J123359.09+074244.6, 188.49632, 7.71236, 0.002899, -99.99, -99.99, -99.99, -99.99, -- 
NGC 4526, 188.51262, 7.69914, 0.002058, 301.8, 0.43, 113.0, 138000000000000.0,  2003AJ....125..525J  
IC 3507, 188.51853, 25.36287, 0.079736, 1.47, 0.83, 135.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 4534, 188.52257, 35.51833, 0.002675, 17.48, 0.68, 120.0, 477000000000000.0,  2006SDSS5.C...0000:  
NGC 4528, 188.52528, 11.32125, 0.004597, 5.96, 0.77, 9.0, 477000000000000.0,  2007SDSS6.C...0000:  
IC 3506, 188.5279, 12.74146, 0.00509, 8.96, 0.98, 79.0, 477000000000000.0,  2007SDSS6.C...0000:  
IC 3508, 188.52893, 26.6708, 0.0261, 3.58, 0.62, 62.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 4527, 188.53528, 2.654, 0.005791, 282.0, 0.34, 70.0, 138000000000000.0,  2003AJ....125..525J  
IC 3505, 188.54301, 15.9683, 0.04609, 9.6, 0.35, 173.0, 477000000000000.0,  2006SDSS5.C...0000:  
IC 3509, 188.54808, 12.04894, 0.006915, 5.64, 0.77, 67.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGVS J123413.38+074107.0, 188.55571, 7.68532, 0.002272, -99.99, -99.99, -99.99, -99.99, -- 
NGC 4535A, 188.55809, 8.27356, 0.024514, 6.69, 0.48, 13.0, 477000000000000.0,  2007SDSS6.C...0000:  
IC 3510, 188.56163, 11.07153, 0.004634, 6.1, 0.91, 23.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 4531, 188.56608, 13.07549, 0.000301, 122.2, 0.74, 160.0, 138000000000000.0,  20032MASX.C.......:  
IC 3515, 188.56701, 27.86227, 0.023126, 4.51, 0.33, 60.0, 477000000000000.0,  2007SDSS6.C...0000:  
IC 3516, 188.57152, 27.45228, 0.022866, 4.72, 0.21, 65.0, 477000000000000.0,  2007SDSS6.C...0000:  
SDSS J123418.29+081423.3, 188.57624, 8.23982, 0.006145, 1.59, 0.83, 112.0, 477000000000000.0,  2006SDSS5.C...0000:  
NGC 4532, 188.58037, 6.46757, 0.006708, 23.5, 0.58, 155.0, 477000000000000.0,  2006SDSS5.C...0000:  
NGC 4535, 188.58458, 8.19792, 0.006551, 219.2, 0.5, 28.0, 138000000000000.0,  2003AJ....125..525J  
NGC 4533, 188.59176, 2.32531, 0.005871, 15.6, 0.32, 156.0, 477000000000000.0,  2004SDSS2.C...0000:  
NGC 4536, 188.61278, 2.18824, 0.006031, 5.74, 0.62, 125.0, 477000000000000.0,  2007SDSS6.C...0000:  
IC 3517, 188.62791, 9.155, 0.001464, 67.3, 0.63, 15.0, 681000000000000.0,  1991RC3.9.C...0000d  
IC 3518, 188.63035, 9.6233, 0.004803, 19.81, 0.39, 33.0, 477000000000000.0,  2004SDSS3.C...0000:  
IC 3520, 188.63266, 13.50376, 0.002677, 8.52, 0.78, 68.0, 477000000000000.0,  2005SDSS4.C...0000:  
NGC 4539, 188.64475, 18.20268, 0.00466, 17.61, 0.37, 94.0, 477000000000000.0,  2007SDSS6.C...0000:  
IC 3519, 188.65976, 15.60276, 0.001204, -99.99, -99.99, -99.99, -99.99, -- 
IC 3523, 188.66418, 14.01677, 0.073974, 5.22, 0.92, 142.0, 477000000000000.0,  2007SDSS6.C...0000:  
IC 3521, 188.66463, 7.1602, 0.001979, 14.7, 0.48, 26.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 4538, 188.67036, 3.32356, 0.017012, 6.15, 0.48, 81.0, 477000000000000.0,  2007SDSS6.C...0000:  
IC 3522, 188.68983, 15.22059, 0.002228, 12.58, 0.54, 91.0, 477000000000000.0,  2007SDSS6.C...0000:  
IC 3525, 188.69353, 10.17679, 0.026895, 6.29, 0.78, 19.0, 477000000000000.0,  2007SDSS6.C...0000:  
IC 3530, 188.7057, 17.81431, 0.003997, 40.4, 0.56, 110.0, 138000000000000.0,  20032MASX.C.......:  
NGC 4540, 188.71206, 15.55179, 0.004306, 101.2, 0.64, 55.0, 138000000000000.0,  20032MASX.C.......:  
IC 3534, 188.7173, 14.97818, 0.046201, 6.51, 0.89, 110.0, 477000000000000.0,  2007SDSS6.C...0000:  
IC 3528, 188.73296, 15.56564, 0.04612, 0.17, 0.99, 137.0, 477000000000000.0,  2007SDSS6.C...0000:  
IC 3531, 188.73553, 26.62658, 0.022872, 2.42, 0.91, 131.0, 477000000000000.0,  2007SDSS6.C...0000:  
IC 3533, 188.75527, 25.77973, 0.029487, 3.1, 0.67, 46.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 4541, 188.79447, -0.22113, 0.022966, 11.12, 0.48, 92.0, 477000000000000.0,  2007SDSS6.C...0000:  
IC 3536, 188.80204, 26.53341, 0.021065, 27.0, 0.25, 160.0, 138000000000000.0,  20032MASX.C.......:  
SDSS J123520.20-001042.4, 188.83421, -0.17847, 0.023499, 3.26, 0.74, 58.0, 477000000000000.0,  2004SDSS2.C...0000:  
NGC 4543, 188.83432, 6.11508, 0.007919, 4.83, 0.76, 177.0, 477000000000000.0,  2007SDSS6.C...0000:  
MESSIER 091, 188.86023, 14.49637, 0.001621, 210.0, 1.0, 120.0, 138000000000000.0,  2003AJ....125..525J  
IC 3540, 188.8636, 12.75025, 0.002463, 6.92, 0.91, 73.0, 477000000000000.0,  2005SDSS4.C...0000:  
2MASS J12352872-0347214, 188.86968, -3.78928, 0.004087, -99.99, -99.99, -99.99, -99.99, -- 
NGC 4546, 188.87291, -3.79313, 0.003526, 167.4, 0.46, 80.0, 138000000000000.0,  20032MASX.C.......:  
NGC 4550, 188.87745, 12.22084, 0.001531, 11.66, 0.38, 180.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 4562, 188.89405, 25.84959, 0.00451, 23.5, 0.96, 51.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 4544, 188.90235, 3.03476, 0.003843, 14.94, 0.35, 160.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 4507, 188.90265, -39.90935, 0.011801, -99.99, -99.99, -99.99, -99.99, -- 
NGC 4551, 188.90824, 12.26395, 0.003923, 8.34, 0.72, 70.0, 477000000000000.0,  2007SDSS6.C...0000:  
UGC 07755, 188.91121, -0.20585, 0.022796, 8.01, 0.23, 39.0, 477000000000000.0,  2007SDSS6.C...0000:  
MESSIER 089, 188.91586, 12.55634, 0.001134, -99.99, -99.99, -99.99, -99.99, -- 
NGC 4552 GROUP, 188.92, 12.56, 0.001134, -99.99, -99.99, -99.99, -99.99, -- 
NGC 4555, 188.92163, 26.52309, 0.022205, -99.99, -99.99, -99.99, -99.99, -- 
IC 3542, 188.92169, 11.66717, 0.053978, 4.51, 0.42, 163.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 4565C, 188.92239, 26.28586, 0.020994, 10.97, 0.18, 146.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 4565B, 188.92365, 26.22221, 0.021361, 38.8, 0.52, 130.0, 138000000000000.0,  20032MASX.C.......:  
CGCG 014-073 NED01, 188.92639, -0.2148, 0.022909, 3.02, 0.53, 88.0, 477000000000000.0,  2007SDSS6.C...0000:  
CGCG 014-073 NED02, 188.93183, -0.22375, 0.023133, 1.97, 0.71, 147.0, 477000000000000.0,  2007SDSS6.C...0000:  
VPC 1016, 188.937, 12.60105, 0.084804, 1.78, 0.52, 36.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 4556, 188.94106, 26.9089, 0.024764, 7.25, 0.74, 83.0, 477000000000000.0,  2007SDSS6.C...0000:  
SDSS J123551.86+275556.9, 188.96609, 27.93251, 0.002677, 2.83, 0.54, 104.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 4558, 188.96939, 26.99212, 0.026034, 5.67, 0.76, 101.0, 477000000000000.0,  2007SDSS6.C...0000:  
IC 3548, 188.98593, 10.93631, 0.000317, 10.52, 0.64, 122.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 4559, 188.99012, 27.95996, 0.002715, -99.99, -99.99, -99.99, -99.99, -- 
IC 3556, 188.99356, 26.96604, 0.024617, 3.83, 0.71, 179.0, 477000000000000.0,  2007SDSS6.C...0000:  
WISEA J123600.79+275621.0, 189.00332, 27.93919, 0.00234, -99.99, -99.99, -99.99, -99.99, -- 
IC 3558, 189.01165, 11.84988, 0.093719, 4.45, 0.71, 104.0, 477000000000000.0,  2007SDSS6.C...0000:  
IC 3559, 189.01402, 26.98727, 0.031351, 3.06, 0.35, 69.0, 477000000000000.0,  2007SDSS6.C...0000:  
IC 3560, 189.0163, 27.07823, 0.02407, 4.37, 0.56, 69.0, 477000000000000.0,  2007SDSS6.C...0000:  
IC 3561, 189.01997, 26.8996, 0.026109, 2.99, 0.58, 71.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 4553, 189.03161, -39.43867, 0.010491, 105.0, 0.42, 175.0, 138000000000000.0,  20032MASX.C.......:  
IC 3557, 189.03404, 16.64086, 0.0784, 12.0, 0.5, nan, 740000000000000.0,  1964MCG2..C...0000V  
IC 3557 NED01, 189.0341, 16.6413, 0.0789, -99.99, -99.99, -99.99, -99.99, -- 
NGC 4561, 189.03417, 19.32291, 0.0047, 57.2, 0.58, 105.0, 138000000000000.0,  20032MASX.C.......:  
IC 3562, 189.04399, 9.92259, 0.006856, 12.58, 0.34, 39.0, 477000000000000.0,  2004SDSS3.C...0000:  
IC 3565, 189.05101, 26.75606, 0.02457, 3.02, 0.73, 22.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 4563, 189.05358, 26.94142, 0.024584, 3.03, 0.65, 111.0, 477000000000000.0,  2007SDSS6.C...0000:  
IC 3571, 189.0833, 26.08377, 0.004203, -99.99, -99.99, -99.99, -99.99, -- 
