

Results from query to  NASA/IPAC Extragalactic Database (NED),
which is funded by the National Aeronautics and Space Administration.
and operated by the California Institute of Technology.


queryDateTime:2025-01-24T13:46:59PST



Main Information Table for All Sky, chosen by params



Equinox:J2000.0



CoordSystem:Equatorial

No.|Object Name|RA|DEC|Type|Velocity|Redshift|Redshift Flag|Magnitude and Filter|Separation|References|Notes|Photometry Points|Positions|Redshift Points|Diameter Points|Associations
7762|NGC 4957|196.30162 |  27.56977 |G|  6911| 0.023052 |SLS |14.01|  0.000|133|3|67|30|24|10|0
7763|IC 4169 NED02|196.30213 |  38.77356 |G| 24193| 0.080699 |SLS |16.2g|  0.000|19|0|53|5|3|8|0
7764|IC 4164|196.31032 |  20.54711 |G| 19383| 0.064654 |SLS |16.6g|  0.000|19|0|36|7|5|6|0
7765|IC 4166|196.32744 |  31.44230 |G| 10878| 0.036286 |SLS |14.9g|  0.000|40|0|63|13|10|11|0
7766|IC 4171|196.32837 |  36.10287 |G|  1201| 0.004006 |SLS |15.7g|  0.000|33|0|17|14|9|3|0
7767|NGC 4947|196.33422 | -35.33734 |G|  2409| 0.008036 |S1L |12.62|  0.000|91|5|52|14|16|17|0
7768|IC 0846|196.33800 |  23.09556 |G| 10331| 0.034459 |SLS |15.48|  0.000|41|0|46|15|12|6|0
7769|NGC 4945|196.36439 | -49.46804 |G|   563| 0.001878 |UUN | 9.3 |  0.000|934|24|241|99|88|19|0
7770|NGC 4946|196.37240 | -43.59120 |G|  3079| 0.010270 |SUN |13.46|  0.000|68|3|48|12|11|19|0
7771|IC 4167|196.37815 |  21.91009 |G| 20114| 0.067093 |SLS |17.52|  0.000|21|0|44|8|4|6|0
7772|IC 4170 NED01|196.39581 |  21.13493 |GPair| 18577| 0.061966 |SUN |16.73|  0.000|7|2|11|3|3|2|0
7773|NGC 4950|196.40211 | -43.50057 |G|  2793| 0.009316 |SUN |14.89|  0.000|21|2|39|9|6|18|0
7774|NGC 4959|196.42095 |  33.17893 |G|  9723| 0.032432 |SLS |14.8g|  0.000|51|0|80|30|20|12|0
7775|IC 4178|196.42291 |  36.01747 |G|  1190| 0.003969 |SLS |16.2g|  0.000|30|1|5|14|13|5|0
7776|IC 4175|196.44785 |  20.37454 |G| 19073| 0.063621 |SLS |16.6g|  0.000|17|0|35|6|3|6|0
7777|NGC 4961|196.44811 |  27.73429 |G|  2533| 0.008449 |S1L |13.7B|  0.000|220|5|85|52|56|11|1
7778|IC 4182|196.45292 |  37.60361 |G|   321| 0.001071 |SUN |13.0 |  0.000|318|7|47|30|16|4|0
7779|NGC 4958|196.45376 |  -8.02022 |G|  1455| 0.004853 |SUN |12.11|  0.000|135|5|73|20|13|6|0
7780|IC 4184|196.46572 |  38.83737 |G| 14730| 0.049135 |SLS |15.5g|  0.000|24|0|62|7|5|10|0
7781|ESO 219- G 025|196.46916 | -49.32631 |G|  8830| 0.029454 |SUN |15.30|  0.000|15|1|41|8|5|15|0
7782|IC 4187|196.49841 |  36.29846 |G| 11392| 0.037999 |SLS |15.4g|  0.000|26|0|29|9|9|3|0
7783|IC 4188|196.50992 |  36.32807 |G| 11265| 0.037577 |SLS |16.2g|  0.000|21|0|38|7|6|8|0
7784|IC 4189|196.51483 |  35.98038 |G|  4818| 0.016071 |S1L |14.1g|  0.000|66|1|57|22|18|11|0
7785|NGC 4955|196.52005 | -29.75422 |G|  3462| 0.011548 |SUN |13.2 |  0.000|57|2|48|20|15|18|0
7786|IC 4193|196.52645 |  39.42363 |G|  8268| 0.027580 |SLS |15.1g|  0.000|25|0|65|11|7|10|0
7787|IC 4181|196.52673 |  21.49390 |G| 19920| 0.066446 |SLS |16.8 |  0.000|25|0|41|7|4|6|0
7788|NGC 4953|196.54354 | -37.58575 |G|  4949| 0.016508 |SLS |14.09|  0.000|24|2|37|11|7|17|0
7789|IC 4183|196.54821 |  21.50439 |G| 20553| 0.068558 |SLS |17.16|  0.000|22|0|36|7|5|6|0
7790|IC 4185 NED01|196.55235 |  21.76923 |G| 20014| 0.066758 |SLS |16.6 |  0.000|11|0|44|7|3|6|0
7791|IC 4185 NED02|196.55319 |  21.77588 |G| 19788| 0.066005 |SLS |17.7g|  0.000|14|0|29|4|2|4|0
7792|NGC 4966|196.57202 |  29.06317 |G|  7009| 0.023380 |SLS |13.9g|  0.000|97|2|66|29|33|10|0
7793|IC 4177|196.62076 | -13.57147 |G|  2466| 0.008226 |SUN |14.96|  0.000|12|0|28|8|6|4|0
7794|IC 4172|196.63898 |  22.85046 |G| 10357| 0.034547 |SLS |15.9g|  0.000|25|0|50|13|9|6|0
7795|NGC 4945A|196.64053 | -49.69065 |G|  1369| 0.004565 |S1L |13.00|  0.000|16|2|13|4|4|14|1
7796|NGC 4971|196.72902 |  28.54805 |G|  6262| 0.020888 |SLS |14.6g|  0.000|85|0|69|35|27|10|0
7797|IC 4180|196.73554 | -23.91702 |G|  2972| 0.009914 |UUN |13.88|  0.000|61|2|47|16|11|18|0
7798|IC 0848|196.75648 |  16.00690 |G| 15837| 0.052828 |SLS |15.4 |  0.000|12|0|48|8|4|7|0
7799|NGC 4969 NED01|196.76142 |  13.63736 |G|  8249| 0.027516 |UUN |14.9 |  0.000|8|0|13|5|4|2|0
7800|NGC 4969|196.76167 |  13.63722 |GPair|  8262| 0.027559 |SUN |14.9 |  0.000|10|0|1|3|2|2|0
7801|NGC 4969 NED02|196.76446 |  13.63706 |G|  8169| 0.027249 |SLS |15.8g|  0.000|24|0|41|7|7|8|0
7802|NGC 4968|196.77473 | -23.67674 |G|  2988| 0.009967 |SUN |13.92|  0.000|185|9|118|28|28|18|0
7803|NGC 4965|196.78910 | -28.22821 |G|  2261| 0.007542 |UUN |12.75|  0.000|84|3|48|21|14|17|1
7804|NGC 4970|196.89051 | -24.00850 |G|  3255| 0.010858 |SUN |13.82|  0.000|47|2|35|13|11|18|0
7805|IC 0849|196.91137 |  -0.94254 |G|  5424| 0.018093 |S1L |14.2g|  0.000|85|7|82|26|27|15|0
7806|NGC 4979|196.92840 |  24.81064 |G|  6321| 0.021085 |SLS |14.83|  0.000|84|1|66|27|23|11|0
7807|NGC 4975|196.95918 |  -5.01750 |G|  5216| 0.017399 |SLS |15.02|  0.000|25|1|27|9|6|5|0
7808|IC 0850|196.95947 |  -0.86828 |G|  5457| 0.018204 |SLS |15.2 |  0.000|51|1|35|16|14|5|0
7809|NGC 4978|196.96054 |  18.41552 |G|  6512| 0.021723 |SLS |14.12|  0.000|57|1|63|18|12|11|0
7810|IC 4201|196.96340 |  35.83490 |G| 11245| 0.037509 |SLS |15.0g|  0.000|16|0|46|7|4|8|0
7811|IC 4197|197.01805 | -23.79688 |G|  3027| 0.010097 |S1L |13.92|  0.000|62|2|45|12|10|18|2
7812|IC 4204|197.08990 |  39.46106 |G|  3292| 0.010981 |S1L |15.6g|  0.000|45|0|53|17|12|9|1
7813|NGC 4986|197.10196 |  35.20649 |G|  4822| 0.016084 |SUN |14.02|  0.000|50|1|53|17|11|11|0
7814|NGC 4983|197.11368 |  28.32053 |G|  6500| 0.021682 |SLS |14.6g|  0.000|78|0|73|25|21|10|0
7815|IC 4202|197.13165 |  24.70080 |G|  7123| 0.023760 |SLS |15.26|  0.000|132|1|102|43|31|10|0
7816|IC 0851|197.14311 |  21.04958 |G|  2612| 0.008713 |S1L |14.98|  0.000|82|0|54|29|23|7|1
7817|NGC 4976|197.15646 | -49.50606 |G|  1453| 0.004847 |SUN |11.04|  0.000|112|4|67|8|7|17|0
7818|NGC 4981|197.20316 |  -6.77748 |G|  1678| 0.005597 |S1L |12.10|  0.000|200|5|62|36|31|6|1
7819|NGC 4984|197.23862 | -15.51630 |G|  1279| 0.004266 |SUN |12.25|  0.000|151|6|71|22|14|7|0
7820|NGC 4992|197.27333 |  11.63414 |G|  7540| 0.025150 |SLS |14.1g|  0.000|146|1|138|50|54|16|0
7821|NGC 4980|197.29166 | -28.64183 |G|  1429| 0.004767 |SUN |13.51|  0.000|74|3|61|25|21|18|0
7822|NGC 4991|197.31294 |   2.34768 |G| 17036| 0.056826 |SLS |15.2g|  0.000|37|0|65|12|12|10|0
7823|NGC 4989|197.31686 |  -5.39651 |G|  3115| 0.010391 |UUN |13.92|  0.000|30|1|28|13|12|6|0
7824|NGC 4990|197.32208 |  -5.27279 |G|  3170| 0.010574 |UUN |14.93|  0.000|67|0|41|16|16|5|0
7825|NGC 4991 NED02|197.32267 |   2.36105 |G| 17165| 0.057257 |SLS |17.0g|  0.000|19|0|46|6|4|8|0
7826|IC 4207|197.36139 |  37.82291 |G| 21036| 0.070168 |SLS |16.3g|  0.000|22|0|32|6|7|6|0
7827|NGC 4996|197.38285 |   0.85703 |G|  5439| 0.018144 |SLS |13.9g|  0.000|54|0|79|25|19|11|0
7828|NGC 4999|197.38805 |   1.67309 |G|  5633| 0.018790 |SLS |13.1g|  0.000|97|4|90|32|29|15|0
7829|IC 4200|197.39496 | -51.96863 |G|  3896| 0.012995 |S1L |13.86|  0.000|36|2|42|7|5|16|0
7830|NGC 4995|197.41934 |  -7.83337 |G|  1744| 0.005817 |S1L |11.93|  0.000|157|7|56|23|15|7|0
7831|NGC 5000|197.44788 |  28.90696 |G|  5593| 0.018655 |SLS |13.9g|  0.000|204|4|96|47|46|11|0
7832|NGC 4993|197.44876 | -23.38396 |G|  2961| 0.009877 |UUN |13.32|  0.000|394|3|39|21|44|17|0
7833|IC 0854|197.45827 |  24.57747 |G|  7089| 0.023646 |SLS |15.10|  0.000|56|0|62|30|24|6|0
7834|NGC 4997|197.46534 | -16.51561 |G|  2376| 0.007925 |UUN |13.5 |  0.000|30|0|27|8|5|5|0
7835|NGC 4988|197.47639 | -43.10588 |G|  2097| 0.006995 |SUN |13.83|  0.000|27|3|59|12|7|20|0
7836|IC 4209|197.59369 |  -7.17071 |G|  6735| 0.022466 |S1L |14.48|  0.000|33|0|33|13|8|5|0
7837|IC 0855|197.65381 |  -4.48455 |G|  7833| 0.026128 |SLS |14.9 |  0.000|10|0|31|6|4|2|0
7838|NGC 5002|197.65836 |  36.63392 |G|  1056| 0.003523 |SLS |14.5g|  0.000|65|1|45|26|19|11|0
7839|IC 0856|197.67284 |  20.53667 |G|  4049| 0.013506 |SUN |15.1 |  0.000|48|0|46|20|12|2|0
7840|NGC 5004B|197.69853 |  29.70989 |G|  6366| 0.021235 |S1L |15.20|  0.000|108|1|84|29|28|9|0
7841|NGC 5005|197.73444 |  37.05904 |G|   946| 0.003156 |SUN |10.61|  0.000|637|19|223|56|43|10|1
7842|NGC 5004|197.75647 |  29.63670 |G|  7049| 0.023513 |SLS |13.89|  0.000|101|2|64|27|22|11|0
7843|NGC 5004A|197.75711 |  29.57832 |G|  7272| 0.024257 |SLS |14.6g|  0.000|148|4|90|35|35|11|0
7844|NGC 5014|197.87994 |  36.28200 |G|  1135| 0.003787 |SLS |13.3g|  0.000|172|2|120|47|35|10|0
7845|NGC 5012|197.90437 |  22.91562 |G|  2606| 0.008694 |SLS |12.8g|  0.000|185|4|89|41|35|11|0
7846|NGC 5006|197.94072 | -19.26176 |G|  2751| 0.009176 |SLS |13.72|  0.000|41|4|41|15|9|18|0
7847|IC 4212|198.01247 |  -6.97583 |G|  1476| 0.004923 |UUN |14.5 |  0.000|31|0|26|9|6|4|0
7848|NGC 5016|198.02788 |  24.09508 |G|  2611| 0.008709 |S1L |13.49|  0.000|195|3|92|43|40|12|0
7849|NGC 5013|198.03065 |   3.19905 |G|  8286| 0.027639 |SLS |15.0 |  0.000|22|0|50|11|7|8|0
7850|NGC 5011A|198.04060 | -43.30773 |G|  3189| 0.010637 |SUN |14.32|  0.000|47|3|43|14|14|17|0
7851|IC 4213|198.04669 |  35.67007 |G|   815| 0.002719 |S1L |14.01|  0.000|96|0|38|25|19|6|0
7852|WISEA J131213.99-165724.5|198.05831 | -16.95681 |G|  2036| 0.006793 |UUN |18.4 |  0.000|4|0|15|3|1|0|0
7853|NGC 5015|198.09531 |  -4.33650 |G|  3149| 0.010504 |S1L |13.24|  0.000|39|0|38|14|12|6|0
7854|NGC 5010|198.11003 | -15.79785 |G|  2975| 0.009924 |SUN |14.01|  0.000|79|1|61|28|17|6|0
7855|WISEA J131236.65-161352.2|198.15274 | -16.23117 |G|  4943| 0.016489 |UUN |18.6 |  0.000|3|0|12|2|1|0|0
7856|NGC 5020|198.16606 |  12.59980 |G|  3362| 0.011214 |SUN |12.5 |  0.000|116|0|59|26|22|9|0
7857|NGC 5012A|198.17417 |  22.82987 |G|  2553| 0.008516 |S1L |14.20|  0.000|68|3|67|25|18|11|0
7858|NGC 5019|198.17659 |   4.72974 |G|  6428| 0.021440 |SLS |14.3g|  0.000|53|1|91|24|23|15|0
7859|NGC 5025|198.18663 |  31.80942 |G|  6333| 0.021125 |SLS |14.2g|  0.000|80|0|48|27|25|7|1
7860|NGC 5011|198.21611 | -43.09627 |G|  3159| 0.010537 |UUN |12.41|  0.000|103|4|63|19|16|19|1
7861|NGC 5017|198.22712 | -16.76578 |G|  2546| 0.008493 |UUN |13.6 |  0.000|81|2|44|14|11|7|0
7862|LEDA 083789|198.23375 | -16.82278 |G|  2398| 0.008000 |UUN |19.2 |  0.000|3|0|0|1|1|0|0
7863|WISEA J131257.34-163310.4|198.23895 | -16.55290 |G|    37| 0.000123 |UUN |19.5 |  0.000|4|0|17|3|1|0|0
7864|NGC 5018|198.25436 | -19.51820 |G|  2816| 0.009393 |UUN |11.2B|  0.000|365|15|141|41|26|20|0
7865|WISEA J131304.90-161546.6|198.27042 | -16.26296 |G| 12811| 0.042733 |UUN |17.49|  0.000|6|0|35|6|2|2|0
7866|MCG -03-34-019|198.27292 | -16.47814 |G|  1968| 0.006565 |SUN |14.95|  0.000|29|0|35|13|7|6|0
7867|WISEA J131306.87-164101.8|198.27864 | -16.68384 |G|  2669| 0.008903 |UUN |18.9 |  0.000|5|0|12|2|1|0|0
7868|NGC 5011C|198.29962 | -43.26518 |G|  3236| 0.010794 |SUN |14.21|  0.000|32|2|30|20|10|14|0
7869|NGC 5011B|198.30052 | -43.24652 |G|  3227| 0.010764 |UUN |14.42|  0.000|27|2|43|14|10|15|0
7870|WISEA J131312.20-162800.1|198.30084 | -16.46671 |G|   -18|-0.000060 |UUN |19.7 |  0.000|3|0|18|3|1|0|0
7871|MCG -03-34-020|198.30204 | -16.13052 |G|  2739| 0.009137 |S1L |15.23|  0.000|27|0|39|10|9|4|0
7872|NGC 5027|198.33743 |   6.06125 |G|  7048| 0.023511 |SLS |14.1g|  0.000|60|0|82|37|25|15|0
7873|NGC 5032B|198.35708 |  27.76351 |G|  6153| 0.020524 |SLS |15.0g|  0.000|63|0|59|24|19|10|0
7874|NGC 5032|198.36228 |  27.80239 |G|  6415| 0.021398 |S1L |13.7 |  0.000|124|1|87|40|38|11|0
7875|NGC 5033|198.36447 |  36.59392 |G|   873| 0.002912 |S1L |10.75|  0.000|910|29|404|77|63|15|0
7876|WISEA J131328.41-161852.3|198.36840 | -16.31455 |G|  2654| 0.008853 |SLS |15.96|  0.000|12|0|22|6|3|0|1
7877|NGC 5022|198.37836 | -19.54656 |G|  3001| 0.010010 |SUN |13.98|  0.000|95|5|81|29|18|18|0
7878|MCG -03-34-022|198.38434 | -17.07872 |G|  2844| 0.009487 |SLS |14.23|  0.000|31|1|31|12|7|6|0
7879|SDSS J131332.85+363915.0|198.38689 |  36.65418 |HII|  1006| 0.003354 |SLS |16.8g|  0.000|7|0|15|4|4|4|1
7880|WISEA J131333.68-170347.7|198.39034 | -17.06326 |G|  2298| 0.007666 |UUN |18.2 |  0.000|5|0|12|2|1|0|0
7881|WISEA J131336.14-161659.1|198.40059 | -16.28311 |G|  2341| 0.007809 |UUN |18.32|  0.000|5|0|14|2|1|0|0
7882|WISEA J131339.33+363307.4|198.41390 |  36.55206 |HII|   758| 0.002528 |SLS |17.6g|  0.000|6|0|37|4|4|4|0
7883|GALEXASC J131339.66-160146.9  |198.41525 | -16.02971 |G|  2693| 0.008983 |UUN |19.1 |  0.000|4|0|9|3|2|0|0
7884|WISEA J131343.06-162956.9|198.42946 | -16.49917 |G|  2703| 0.009016 |UUN |18.9 |  0.000|3|0|16|3|1|0|0
7885|NGC 5028|198.44128 | -13.04238 |G|  6600| 0.022015 |UUN |13.15|  0.000|32|2|29|12|11|5|0
7886|IC 0857|198.45914 |  17.07635 |G|  6770| 0.022582 |S1L |14.60|  0.000|50|0|58|34|23|11|0
7887|WISEA J131350.94-160512.5|198.46228 | -16.08683 |G|  2521| 0.008409 |UUN |16.87|  0.000|6|0|22|4|1|0|0
7888|NGC 5030|198.47568 | -16.49088 |G|  2397| 0.007996 |SLS |13.85|  0.000|34|3|35|13|7|6|1
7889|WISEA J131354.68-162708.4|198.47786 | -16.45234 |G|   -33|-0.000110 |UUN |18.9 |  0.000|3|0|18|3|1|0|1
7890|WISEA J131355.97-163549.1|198.48321 | -16.59698 |G|  9055| 0.030203 |UUN |18.6 |  0.000|4|0|20|4|1|0|0
7891|WISEA J131356.22-161624.3|198.48427 | -16.27342 |G|  2404| 0.008019 |SLS |15.70|  0.000|22|0|35|11|6|2|1
7892|WISEA J131359.54-162303.8|198.49767 | -16.38426 |G|  2493| 0.008317 |UUN |15.88|  0.000|13|0|26|7|2|0|0
7893|WISEA J131400.38-164708.4|198.50159 | -16.78567 |G|  3044| 0.010155 |UUN |16.3 |  0.000|6|0|12|2|2|0|0
7894|WISEA J131400.45-160042.3|198.50188 | -16.01176 |G|  2279| 0.007601 |UUN |16.82|  0.000|6|0|22|4|1|0|0
7895|NGC 5031|198.51333 | -16.12305 |G|  2839| 0.009470 |SUN |14.03|  0.000|35|0|37|12|7|6|0
7896|LEDA 083811|198.52125 | -15.92833 |G| 13668| 0.045590 |UUN |18.2 |  0.000|5|0|2|1|1|0|0
7897|WISEA J131407.39-162535.5|198.53083 | -16.42655 |G|  2688| 0.008967 |UUN |17.06|  0.000|11|0|19|5|2|0|0
7898|WISEA J131412.44-162857.1|198.55187 | -16.48253 |G|    15| 0.000051 |UUN |19.1 |  0.000|3|0|26|5|1|0|0
7899|WISEA J131412.54-164013.5|198.55226 | -16.67043 |G| 29078| 0.096995 |UUN |18.9 |  0.000|3|0|20|4|1|0|0
7900|WISEA J131413.04-161114.6|198.55436 | -16.18740 |G| 28834| 0.096180 |SLS |17.79|  0.000|7|0|34|5|4|2|0
7901|WISEA J131413.22-161928.9|198.55509 | -16.32472 |G|  2565| 0.008556 |UUN |17.31|  0.000|7|0|34|6|2|2|0
7902|NGC 5026|198.55671 | -42.96130 |G|  3549| 0.011838 |SUN |12.48|  0.000|55|3|37|11|10|18|0
7903|WISEA J131416.37-163324.3|198.57026 | -16.55663 |G|  2635| 0.008790 |UUN |18.8 |  0.000|4|0|24|3|1|0|0
7904|WISEA J131417.36-162619.3|198.57233 | -16.43870 |G|  2645| 0.008823 |SLS |16.19|  0.000|14|0|37|8|5|2|0
7905|WISEA J131420.18-155303.4|198.58412 | -15.88429 |G|  2141| 0.007142 |UUN |18.9 |  0.000|3|0|20|4|1|0|0
7906|WISEA J131425.61-161750.8|198.60673 | -16.29746 |G| 17122| 0.057113 |UUN |17.99|  0.000|5|0|20|4|1|0|0
7907|GALEXASC J131431.07-162247.6  |198.63012 | -16.37989 |G|  1487| 0.004960 |UUN |15.77|  0.000|13|0|11|6|3|0|0
7908|NGC 5041|198.63527 |  30.70586 |G|  7469| 0.024914 |SLS |14.2g|  0.000|96|1|68|27|20|7|0
7909|WISEA J131434.86-162928.5|198.64528 | -16.49127 |G|  2397| 0.007996 |SLS |15.8 |  0.000|17|0|37|8|5|2|0
7910|WISEA J131435.82-163450.7|198.64928 | -16.58077 |G|  2850| 0.009506 |UUN |17.01|  0.000|9|0|33|6|2|2|0
7911|WISEA J131436.88-160756.5|198.65368 | -16.13237 |G|   -72|-0.000239 |UUN |19.3 |  0.000|4|0|12|2|1|0|0
7912|WISEA J131439.31-155036.7|198.66380 | -15.84354 |G|  2324| 0.007753 |UUN |16.93|  0.000|7|0|35|6|2|2|0
7913|LEDA 083832|198.66417 | -16.16778 |G|  2905| 0.009691 |UUN |16.7 |  0.000|6|0|2|1|1|0|0
7914|NGC 5036|198.67852 |  -4.17850 |G|  6715| 0.022400 |SUN |15.29|  0.000|13|0|32|8|4|2|0
7915|WISEA J131443.44-162255.6|198.68103 | -16.38212 |G|  2104| 0.007018 |UUN |17.75|  0.000|4|0|12|2|1|0|0
7916|WISEA J131443.62-155132.4|198.68176 | -15.85901 |G|  2326| 0.007760 |UUN |18.29|  0.000|6|0|20|4|1|0|0
7917|WISEA J131448.08-161753.0|198.70035 | -16.29806 |G|   -50|-0.000166 |UUN |19.5 |  0.000|4|0|25|5|1|0|0
7918|NGC 5035|198.70514 | -16.49259 |G|  2181| 0.007275 |SUN |13.6 |  0.000|41|3|46|17|8|6|0
7919|2MASX J13144984-1658251|198.70774 | -16.97352 |G|  2184| 0.007285 |SLS |15.31|  0.000|14|0|15|7|6|2|0
7920|IC 0858|198.71641 |  17.22679 |G|  6867| 0.022906 |SUN |13.70|  0.000|39|1|49|15|9|10|0
7921|NGC 5039|198.71667 |  -4.15801 |G|  5331| 0.017782 |SLS |15.2 |  0.000|7|0|35|6|3|2|1
7922|IC 0859|198.73862 |  17.22517 |G|  6924| 0.023097 |SLS |15.2 |  0.000|38|1|28|14|11|3|0
7923|NGC 5037|198.74743 | -16.59027 |G|  1857| 0.006194 |SUN |12.22|  0.000|76|5|65|16|12|7|0
7924|GALEXMSC J131459.58-155355.3  |198.74750 | -15.89917 |G|  2626| 0.008761 |UUN |17.4 |  0.000|5|0|5|2|1|0|0
7925|WISEA J131500.03-164613.5|198.75016 | -16.77042 |G|  2568| 0.008565 |UUN |18.7 |  0.000|4|0|12|2|1|0|0
7926|NGC 5038|198.75869 | -15.95185 |G|  2222| 0.007412 |SUN |14.50|  0.000|60|0|47|16|10|5|0
7927|WISEA J131502.48-163548.4|198.76037 | -16.59680 |G| 20325| 0.067798 |PUN |16.7 |  0.000|5|0|30|5|1|2|0
7928|IC 0860|198.76462 |  24.61883 |G|  3870| 0.012909 |SLS |15.40|  0.000|224|1|204|69|49|6|0
7929|WISEA J131504.06-162339.4|198.76693 | -16.39429 |G|  1937| 0.006461 |SLS |16.87|  0.000|21|0|37|10|6|2|0
7930|PGC1 0046247 NED045|198.77467 | -16.34674 |G|  2734| 0.009120 |SUN |16.1 |  0.000|13|0|0|4|3|0|1
7931|IC 0861|198.78093 |  34.32878 |G| 11382| 0.037967 |SLS |15.3g|  0.000|42|0|49|15|13|11|0
7932|WISEA J131510.54-161418.9|198.79393 | -16.23861 |G|  2709| 0.009036 |SLS |16.02|  0.000|16|0|31|9|7|2|0
7933|WISEA J131512.63-162955.9|198.80264 | -16.49887 |G|  2887| 0.009630 |SLS |16.1 |  0.000|5|0|34|5|2|2|0
7934|LEDA 083858|198.80958 | -15.84972 |G|  2233| 0.007448 |UUN |19.1 |  0.000|4|0|0|1|1|0|0
7935|MCG -03-34-033|198.82319 | -16.48605 |G|  3496| 0.011661 |UUN |15.22|  0.000|23|0|64|12|6|4|0
7936|WISEA J131521.49-163608.6|198.83956 | -16.60239 |G|  2660| 0.008873 |UUN |17.76|  0.000|6|0|14|2|1|0|0
7937|NGC 5044|198.84986 | -16.38549 |G|  2782| 0.009280 |UUN |11.83|  0.000|339|11|144|49|45|6|0
7938|WISEA J131526.84-155521.6|198.86184 | -15.92269 |G| 11048| 0.036852 |UUN |18.5 |  0.000|4|0|20|4|1|0|0
7939|WISEA J131527.84-161139.2|198.86603 | -16.19422 |G| 28856| 0.096253 |UUN |19.0 |  0.000|5|0|22|4|1|0|0
7940|NGC 5042|198.87970 | -23.98360 |G|  1390| 0.004637 |S1L |12.75|  0.000|95|2|57|23|13|18|0
7941|WISEA J131532.06-162851.3|198.88359 | -16.48092 |G|  3208| 0.010701 |SLS |15.8 |  0.000|14|0|34|8|5|2|0
7942|WISEA J131532.50-163811.2|198.88542 | -16.63646 |G|  2511| 0.008375 |UUN |18.8 |  0.000|7|0|12|2|1|0|0
7943|WISEA J131532.86-165033.4|198.88693 | -16.84262 |G|  3670| 0.012242 |UUN |18.5 |  0.000|4|0|20|4|1|0|0
7944|NGC 5052|198.89536 |  29.67608 |G|  6595| 0.021999 |SLS |14.23|  0.000|63|1|58|26|22|11|0
7945|NGC 5050|198.92388 |   2.87900 |G|  5908| 0.019707 |SUN |14.66|  0.000|37|0|67|17|9|11|0
7946|NGC 5046|198.93798 | -16.32679 |G|  2214| 0.007385 |SUN |14.63|  0.000|35|2|58|16|6|8|0
7947|NGC 5047|198.95214 | -16.51891 |G|  6330| 0.021115 |SUN |13.5 |  0.000|40|3|47|14|7|7|0
7948|WISEA J131556.89-161610.2|198.98704 | -16.26952 |G|  2848| 0.009499 |UUN |19.0 |  0.000|3|0|12|2|1|0|0
7949|NGC 5049|198.99712 | -16.39708 |G|  3023| 0.010084 |UUN |13.7 |  0.000|53|4|40|14|11|6|0
7950|2MASXi J1315597-161028|198.99915 | -16.17456 |G|  2300| 0.007671 |UUN |17.4 |  0.000|6|0|7|3|1|0|0
7951|NGC 5048|199.03492 | -28.41063 |G|  4365| 0.014560 |SUN |13.72|  0.000|45|2|39|10|10|17|0
7952|NGC 5056|199.05147 |  30.95034 |G|  5592| 0.018653 |S1L |13.7 |  0.000|175|2|92|44|39|11|1
7953|IC 0862|199.06408 |  20.04753 |G|  9109| 0.030383 |SLS |15.2 |  0.000|52|1|52|13|7|8|0
7954|IC 4215|199.07035 |  25.40501 |G|  3881| 0.012945 |SLS |15.08|  0.000|75|1|58|20|17|11|1
7955|MCG -03-34-038|199.08201 | -16.67046 |G|  5397| 0.018002 |SUN |15.02|  0.000|19|0|41|11|8|4|1
7956|WISEA J131619.90-160828.5|199.08294 | -16.14126 |G|  2613| 0.008716 |UUN |19.0 |  0.000|4|0|15|3|1|0|0
7957|NGC 5051|199.08380 | -28.28564 |G|  4437| 0.014800 |SUN |13.99|  0.000|57|2|54|16|13|18|0
7958|WISEA J131623.09-160810.9|199.09622 | -16.13637 |G|  2297| 0.007662 |SLS |16.32|  0.000|10|0|35|8|5|2|0
7959|WISEA J131626.13-170319.8|199.10890 | -17.05551 |G|    87| 0.000291 |UUN |19.0 |  0.000|3|0|21|4|1|0|0
7960|NGC 5057|199.11575 |  31.03153 |G|  5862| 0.019555 |SLS |14.1g|  0.000|63|1|54|21|17|11|0
7961|WISEA J131631.47-164037.6|199.13113 | -16.67713 |G|  2191| 0.007308 |UUN |18.6 |  0.000|3|0|12|2|1|0|0
7962|WISEA J131635.62-162605.3|199.14845 | -16.43483 |G|  2538| 0.008466 |UUN |17.06|  0.000|4|0|12|2|1|0|1
7963|WISEA J131639.61-165701.0|199.16507 | -16.95030 |G|  3089| 0.010305 |UUN |18.6 |  0.000|5|0|12|2|1|0|0
7964|GALEXASC J131647.46-162804.4  |199.19821 | -16.46783 |G| 17422| 0.058114 |UUN |17.20|  0.000|4|0|8|3|1|0|0
7965|NGC 5058|199.21812 |  12.54833 |G|   958| 0.003196 |S1L |14.5g|  0.000|88|2|80|28|35|11|0
7966|WISEA J131654.49-160315.7|199.22706 | -16.05436 |G|  3242| 0.010815 |UUN |18.6 |  0.000|5|0|12|2|1|0|0
7967|WISEA J131655.41-162632.5|199.23088 | -16.44237 |G|  2589| 0.008636 |UUN |17.73|  0.000|5|0|20|4|1|0|0
7968|MCG -03-34-040|199.23424 | -16.59275 |G|  1738| 0.005797 |SUN |15   |  0.000|26|1|46|12|4|4|0
7969|WISEA J131656.68-161844.7|199.23617 | -16.31243 |G| 29325| 0.097819 |UUN |18.3 |  0.000|9|0|39|8|2|2|1
